V4,V5,C_ALPHAN,V32
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly disagree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Neither agree nor disagree
SK-Slovak Republic,SK-Slovak Republic,SK,Neither agree nor disagree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Disagree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Disagree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Cant choose
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Strongly agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Neither agree nor disagree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Strongly disagree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Strongly agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
SE-Sweden,SE-Sweden,SE,Neither agree nor disagree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Disagree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Neither agree nor disagree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Neither agree nor disagree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Disagree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Neither agree nor disagree
CH-Switzerland,CH-Switzerland,CH,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Disagree
TR-Turkey,TR-Turkey,TR,Agree
UA-Ukraine,UA-Ukraine,UA,Strongly agree
UA-Ukraine,UA-Ukraine,UA,Strongly agree
UA-Ukraine,UA-Ukraine,UA,Strongly agree
UA-Ukraine,UA-Ukraine,UA,Agree
UA-Ukraine,UA-Ukraine,UA,Strongly agree
UA-Ukraine,UA-Ukraine,UA,Strongly agree
UA-Ukraine,UA-Ukraine,UA,Strongly agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Neither agree nor disagree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Strongly agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Strongly agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Neither agree nor disagree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Strongly agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Strongly agree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Neither agree nor disagree
GB-GBN-Great Britain,GB-GBN-Great Britain and/or United Kingdom,GB-GBN,Agree
US-United States,US-United States,US,Strongly agree
US-United States,US-United States,US,Neither agree nor disagree
US-United States,US-United States,US,Strongly disagree
US-United States,US-United States,US,Agree
US-United States,US-United States,US,Agree
US-United States,US-United States,US,Agree
US-United States,US-United States,US,Disagree
US-United States,US-United States,US,Agree
US-United States,US-United States,US,Agree
US-United States,US-United States,US,Strongly agree
US-United States,US-United States,US,Strongly agree
US-United States,US-United States,US,Agree
US-United States,US-United States,US,Disagree
US-United States,US-United States,US,Agree
US-United States,US-United States,US,Agree
US-United States,US-United States,US,Agree
VE-Venezuela,VE-Venezuela,VE,Disagree
VE-Venezuela,VE-Venezuela,VE,Disagree
VE-Venezuela,VE-Venezuela,VE,Agree
VE-Venezuela,VE-Venezuela,VE,Agree
VE-Venezuela,VE-Venezuela,VE,Agree
VE-Venezuela,VE-Venezuela,VE,Agree
VE-Venezuela,VE-Venezuela,VE,Agree
VE-Venezuela,VE-Venezuela,VE,Agree
VE-Venezuela,VE-Venezuela,VE,Disagree
VE-Venezuela,VE-Venezuela,VE,Disagree
VE-Venezuela,VE-Venezuela,VE,Neither agree nor disagree
VE-Venezuela,VE-Venezuela,VE,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
CY-Cyprus,CY-Cyprus,CY,Strongly agree
CY-Cyprus,CY-Cyprus,CY,Disagree
AU-Australia,AU-Australia,AU,Neither agree nor disagree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Agree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Agree
CL-Chile,CL-Chile,CL,Strongly agree
TW-Taiwan,TW-Taiwan,TW,Agree
TW-Taiwan,TW-Taiwan,TW,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Agree
DK-Denmark,DK-Denmark,DK,Disagree
IL-Israel,IL-Israel,IL,Strongly agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Cant choose
PH-Philippines,PH-Philippines,PH,Disagree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
AU-Australia,AU-Australia,AU,Strongly agree
FI-Finland,FI-Finland,FI,Strongly agree
VE-Venezuela,VE-Venezuela,VE,Disagree
CY-Cyprus,CY-Cyprus,CY,Agree
CY-Cyprus,CY-Cyprus,CY,Strongly agree
HR-Croatia,HR-Croatia,HR,Agree
CY-Cyprus,CY-Cyprus,CY,Agree
IT-Italy,IT-Italy,IT,Strongly agree
NZ-New Zealand,NZ-New Zealand,NZ,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Neither agree nor disagree
AU-Australia,AU-Australia,AU,Neither agree nor disagree
CY-Cyprus,CY-Cyprus,CY,Disagree
CH-Switzerland,CH-Switzerland,CH,Agree
TR-Turkey,TR-Turkey,TR,Strongly agree
AU-Australia,AU-Australia,AU,Strongly agree
AU-Australia,AU-Australia,AU,Disagree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Disagree
CL-Chile,CL-Chile,CL,Agree
HR-Croatia,HR-Croatia,HR,Agree
CY-Cyprus,CY-Cyprus,CY,Agree
CY-Cyprus,CY-Cyprus,CY,Strongly agree
CY-Cyprus,CY-Cyprus,CY,Agree
CY-Cyprus,CY-Cyprus,CY,Neither agree nor disagree
CZ-Czech Republic,CZ-Czech Republic,CZ,Neither agree nor disagree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Neither agree nor disagree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
PL-Poland,PL-Poland,PL,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Agree
UA-Ukraine,UA-Ukraine,UA,Strongly agree
US-United States,US-United States,US,Disagree
EE-Estonia,EE-Estonia,EE,Strongly agree
PH-Philippines,PH-Philippines,PH,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
PL-Poland,PL-Poland,PL,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
AT-Austria,AT-Austria,AT,Neither agree nor disagree
AT-Austria,AT-Austria,AT,Agree
AT-Austria,AT-Austria,AT,Agree
AT-Austria,AT-Austria,AT,Strongly agree
BE-FLA-Flanders,BE-Belgium,BE-FLA,NA
BE-FLA-Flanders,BE-Belgium,BE-FLA,Disagree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Agree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Neither agree nor disagree
CY-Cyprus,CY-Cyprus,CY,Agree
CY-Cyprus,CY-Cyprus,CY,Strongly agree
CY-Cyprus,CY-Cyprus,CY,Strongly agree
CY-Cyprus,CY-Cyprus,CY,Agree
CY-Cyprus,CY-Cyprus,CY,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
DK-Denmark,DK-Denmark,DK,Disagree
DK-Denmark,DK-Denmark,DK,Strongly disagree
EE-Estonia,EE-Estonia,EE,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
IL-Israel,IL-Israel,IL,Strongly agree
IT-Italy,IT-Italy,IT,NA
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Agree
VE-Venezuela,VE-Venezuela,VE,Neither agree nor disagree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
AU-Australia,AU-Australia,AU,Neither agree nor disagree
AT-Austria,AT-Austria,AT,Strongly agree
AT-Austria,AT-Austria,AT,Agree
TW-Taiwan,TW-Taiwan,TW,Strongly agree
TW-Taiwan,TW-Taiwan,TW,Strongly agree
TW-Taiwan,TW-Taiwan,TW,Agree
HR-Croatia,HR-Croatia,HR,Strongly agree
CY-Cyprus,CY-Cyprus,CY,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
FI-Finland,FI-Finland,FI,Agree
DE-E-Germany-East,DE-Germany,DE-E,Agree
SE-Sweden,SE-Sweden,SE,Agree
FR-France,FR-France,FR,Strongly agree
AR-Argentina,AR-Argentina,AR,Agree
CN-China,CN-China,CN,Agree
TW-Taiwan,TW-Taiwan,TW,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
DK-Denmark,DK-Denmark,DK,Agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Neither agree nor disagree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Strongly agree
LV-Latvia,LV-Latvia,LV,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NO-Norway,NO-Norway,NO,Agree
PH-Philippines,PH-Philippines,PH,Disagree
PH-Philippines,PH-Philippines,PH,Agree
PL-Poland,PL-Poland,PL,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Disagree
IS-Iceland,IS-Iceland,IS,Strongly agree
SE-Sweden,SE-Sweden,SE,Neither agree nor disagree
AR-Argentina,AR-Argentina,AR,Strongly agree
AU-Australia,AU-Australia,AU,Agree
AU-Australia,AU-Australia,AU,Agree
AU-Australia,AU-Australia,AU,Agree
AU-Australia,AU-Australia,AU,Neither agree nor disagree
AU-Australia,AU-Australia,AU,Strongly agree
AU-Australia,AU-Australia,AU,Agree
AU-Australia,AU-Australia,AU,Agree
AU-Australia,AU-Australia,AU,Agree
AT-Austria,AT-Austria,AT,Agree
AT-Austria,AT-Austria,AT,Strongly agree
AT-Austria,AT-Austria,AT,Strongly agree
AT-Austria,AT-Austria,AT,Neither agree nor disagree
AT-Austria,AT-Austria,AT,Disagree
AT-Austria,AT-Austria,AT,Agree
AT-Austria,AT-Austria,AT,Neither agree nor disagree
AT-Austria,AT-Austria,AT,Strongly agree
AT-Austria,AT-Austria,AT,Agree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Strongly agree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Strongly agree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Agree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Neither agree nor disagree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Agree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Agree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Neither agree nor disagree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Agree
BE-FLA-Flanders,BE-Belgium,BE-FLA,Neither agree nor disagree
BG-Bulgaria,BG-Bulgaria,BG,Agree
BG-Bulgaria,BG-Bulgaria,BG,Strongly agree
BG-Bulgaria,BG-Bulgaria,BG,Strongly agree
BG-Bulgaria,BG-Bulgaria,BG,Agree
BG-Bulgaria,BG-Bulgaria,BG,Strongly agree
BG-Bulgaria,BG-Bulgaria,BG,Agree
BG-Bulgaria,BG-Bulgaria,BG,Strongly agree
BG-Bulgaria,BG-Bulgaria,BG,Strongly disagree
CL-Chile,CL-Chile,CL,Strongly agree
CL-Chile,CL-Chile,CL,Strongly agree
CL-Chile,CL-Chile,CL,Agree
CL-Chile,CL-Chile,CL,Neither agree nor disagree
CL-Chile,CL-Chile,CL,Agree
CL-Chile,CL-Chile,CL,Agree
CN-China,CN-China,CN,Agree
CN-China,CN-China,CN,Strongly agree
CN-China,CN-China,CN,Agree
CN-China,CN-China,CN,Strongly agree
CN-China,CN-China,CN,Agree
TW-Taiwan,TW-Taiwan,TW,Strongly agree
TW-Taiwan,TW-Taiwan,TW,Agree
TW-Taiwan,TW-Taiwan,TW,Agree
HR-Croatia,HR-Croatia,HR,Agree
HR-Croatia,HR-Croatia,HR,Agree
HR-Croatia,HR-Croatia,HR,Agree
HR-Croatia,HR-Croatia,HR,Agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Agree
HR-Croatia,HR-Croatia,HR,Agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Disagree
HR-Croatia,HR-Croatia,HR,Agree
HR-Croatia,HR-Croatia,HR,Agree
HR-Croatia,HR-Croatia,HR,Neither agree nor disagree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
CY-Cyprus,CY-Cyprus,CY,Agree
CY-Cyprus,CY-Cyprus,CY,Strongly agree
CY-Cyprus,CY-Cyprus,CY,Neither agree nor disagree
CY-Cyprus,CY-Cyprus,CY,Agree
CY-Cyprus,CY-Cyprus,CY,Neither agree nor disagree
CY-Cyprus,CY-Cyprus,CY,Neither agree nor disagree
CY-Cyprus,CY-Cyprus,CY,Neither agree nor disagree
CY-Cyprus,CY-Cyprus,CY,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
DK-Denmark,DK-Denmark,DK,Agree
DK-Denmark,DK-Denmark,DK,Strongly disagree
DK-Denmark,DK-Denmark,DK,Disagree
DK-Denmark,DK-Denmark,DK,Strongly agree
DK-Denmark,DK-Denmark,DK,Agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Agree
EE-Estonia,EE-Estonia,EE,Agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Agree
FI-Finland,FI-Finland,FI,Neither agree nor disagree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Neither agree nor disagree
FI-Finland,FI-Finland,FI,Disagree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Agree
IL-Israel,IL-Israel,IL,Agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IT-Italy,IT-Italy,IT,Cant choose
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Cant choose
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Strongly agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Neither agree nor disagree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Disagree
NZ-New Zealand,NZ-New Zealand,NZ,Disagree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Disagree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Strongly agree
